Milliseconds,Voltage
5147,1022
5158,1017
5170,982
5180,1020
5191,1001
5202,1029
5215,982
5225,990
5235,981
5245,1025
5257,1061
5268,1071
5280,1095
5292,1141
5303,1163
5314,1144
5325,1150
5337,1113
5349,1117
5360,1117
5371,1139
5383,1118
5394,1166
5405,1214
5417,1222
5429,1215
5440,1255
5451,1289
5463,1242
5474,1282
5486,1271
5497,1228
5509,1244
5520,1262
5531,1247
5542,1206
5555,1195
5566,1201
5577,1196
5588,1157
5600,1120
5612,1099
5623,1098
5635,1140
5646,1154
5657,1200
5668,1230
5681,1260
5692,1294
5703,1261
5714,1307
5726,1337
5737,1336
5749,1366
5761,1353
5772,1367
5783,1413
5794,1406
5806,1399
5818,1415
5829,1408
5840,1412
5852,1446
5863,1480
5874,1480
5886,1439
5898,1485
5909,1484
5920,1443
5932,1434
5943,1464
5955,1455
5966,1475
5978,1517
5989,1506
6000,1503
6012,1468
6024,1437
6035,1434
6046,1427
6057,1435
6069,1412
6081,1369
6092,1393
6104,1358
6115,1321
6126,1355
6137,1350
6150,1341
6161,1367
6172,1383
6183,1395
6195,1392
6206,1430
6218,1434
6230,1464
6241,1451
6252,1469
6263,1507
6275,1474
6287,1425
6298,1382
6309,1341
6321,1353
6332,1322
6344,1299
6355,1333
6367,1357
6378,1348
6389,1348
6401,1339
6413,1316
6424,1271
6435,1244
6447,1246
6458,1280
6469,1306
6481,1259
6493,1244
6504,1290
6515,1263
6526,1254
6538,1223
6550,1235
6561,1243
6573,1271
6584,1273
6595,1321
6606,1323
6619,1327
6630,1353
6641,1383
6652,1338
6664,1358
6675,1323
6687,1286
6699,1286
6710,1320
6721,1324
6732,1287
6745,1303
6756,1288
6767,1259
6778,1271
6790,1287
6801,1284
6813,1273
6824,1258
6836,1249
6847,1283
6858,1307
6870,1274
6882,1316
6893,1360
6904,1376
6916,1378
7,1365
6938,1332
6950,1313
6962,1345
6973,1385
6984,1411
6995,1392
7007,1400
7019,1424
7030,1387
7042,1378
7053,1384
7064,1361
7076,1371
7088,1350
7099,1323
7110,1361
7121,1375
7133,1403
7145,1441
7156,1443
7168,1477
7179,1523
7190,1516
7201,1546
39,1293
7751,1286
7762,1275
7774,1268
7785,1243
7796,1204
7809,1246
7820,1270
7831,1270
7842,1239
7854,1200
7865,1165
7877,1167
7888,1197
7900,1178
7911,1171
7922,1166
7933,1186
7946,1165
7957,1189
7968,1140
7980,1166
7991,1212
8002,1183
8014,1134
8528,975
8540,938
8550,976
8560,1006
8571,979
8582,1005
8593,972
8604,992
8614,983
8625,962
8635,945
8645,965
8656,930
8667,889
8677,860
8687,847
8697,867
8709,877
8719,864
8729,880
8739,867
8751,911
8761,945
8771,906
8781,934
8792,919
0,0
9277,1121
9288,1100
9299,1138
9311,1146
9322,1131
9333,1161
9346,1112
9357,1079
9368,1060
9379,1045
9391,1077
9402,1121
9414,1080
9425,1108
9437,1156
9448,1119
9459,1110
9470,1132
9483,1121
9494,1120
9505,1150
9517,1149
9528,1102
9540,1059
95517,1412
10059,1395
10073,1378
10085,1416
10097,1444
10109,1431
10122,1386
10134,1371
10147,1340
10160,1348
10172,1350
10184,1390
10196,1377
10210,1350
10222,1360
10234,1317
10247,1343
10259,1387
10272,1389
10285,1437
10297,1455
10309,1418
10321,1415
10833,1437
10846,1400
10858,1434
10871,1448
10884,1405
10896,1388
10908,1416
10920,1387
10933,1356
10946,1317
10958,1300
10971,1261
10983,1273
10995,1240
11009,1254
11021,1229
11033,1253
11045,1293
11058,1315
11071,1359
11083,1320
11096,1283
11108,11040
11625,1005
11637,970
11649,939
11660,910
11672,901
11683,854
11695,839
11706,824
11717,793
11728,782
11741,790
11752,800
11763,828
11774,868
11786,845
11797,867
11809,820
11821,805
11832,807
11843,780
11854,790
11866,800
11878,816
11889,848
0,0
12369,828
12381,825
12392,804
12404,830
12416,809
12427,764
12438,729
12449,743
12461,696
12473,671
12484,681
12495,666
12507,698
12518,740
12529,691
12541,668
12553,635
12564,588
12575,598
12587,555
12598,526
12610,558
12621,596
12633,547
12644,3148
13159,709
13170,702
13181,710
13193,703
13205,727
13216,688
13228,653
13239,612
13250,563
13261,609
13274,574
13285,555
13296,599
13307,560
13319,572
13330,584
13342,592
13353,604
13365,652
13376,607
13387,572
13399,535
13411,539
13422,492121
13937,106
13948,152
13960,196
13971,230
13982,258
13993,290
14006,324
14017,364
14028,398
14040,398
14051,371
14062,322
14074,352
14086,376
14097,388
14108,414
14119,436
14131,482
14143,530
14154,525
14166,494
14177,471
14188,475
14200,491
0,0
14714,326
14726,289
14738,297
14749,333
14760,316
14772,340
14783,319
14794,300
14807,304
14818,255
14829,242
14840,241
14852,216
14864,264
14875,247
14886,293
14898,244
14909,227
14920,214
14932,211
14944,257
14955,256
14966,237
14978,198
14992,393
15503,356
15514,317
15525,333
15538,361
15549,356
15560,351
15571,391
15583,407
15594,374
15606,418
15618,452
15629,486
15640,467
15651,471
15664,475
15675,460
15686,498
15697,497
15709,497
15720,452
15732,468
15744,496
15755,447
16246,285
16258,301
16270,345
16281,347
16292,328
16304,338
16315,386
16326,341
16338,369
16350,350
16361,382
16372,337
16384,328
16396,366
16407,329
16418,345
16430,336
16441,299
16452,252
16464,251
16476,248
16487,225
16498,224
16509,234
165225,486
17036,508
17047,463
17058,456
17071,429
17082,453
17093,442
17104,433
17116,469
17128,481
17139,460
17150,462
17162,494
17173,506
17184,457
17197,444
17208,443
17219,424
17230,434
17242,460
17253,455
17265,459
17276,430
17288,389
17299,346
13,526
17814,566
17825,527
17837,571
17848,554
17860,511
17871,468
17883,419
17894,392
17905,381
17916,387
17929,399
17940,401
17951,384
17963,359
17974,401
17985,407
17997,398
18009,416
18020,442
18031,411
18042,362
18054,327
18066,318
18077,289
0,0
18592,136
18604,113
18615,151
18626,130
18637,166
18649,210
18661,195
18672,205
18683,172
18695,216
18706,201
18717,201
18729,247
18741,289
18752,331
18763,337
18775,353
18786,306
18798,273
18809,273
18821,285
18832,309
18843,341
18854,381
18867,9336
19347,620
19358,609
19369,613
19381,615
19393,594
19404,567
19416,575
19427,621
19438,645
19449,687
19462,703
19473,731
19484,688
19495,679
19507,711
19518,674
19530,647
19542,657
19553,703
19564,670
19575,716
19587,728
19599,746
19610,709
20125,697
20136,662
20148,651
20159,648
20170,599
20182,566
20194,527
20205,492
20216,520
20228,548
20239,574
20250,586
20262,624
20274,599
20285,580
20296,533
20307,528
20319,483
20331,460
20342,453
20354,469
20365,495
20376,513
20388,484
20902,845
20914,887
20926,844
20937,833
20948,875
20960,915
20971,923
20982,906
20995,883
21006,931
21017,906
21028,954
21040,964
21051,957
21063,963
21074,960
21086,1006
21098,985
21109,942
21122,956
21133,929
21144,945
21155,949
21167,987
21178,45
21757,1051
21770,1073
21782,1040
21795,1031
21808,1028
21820,1046
21832,1007
21844,1019
21858,1008
21870,965
21881,926
21893,899
21904,905
21915,890
21927,875
21939,854
21950,900
21961,877
21972,856
21984,904
21996,855
22007,865
22019,830
0,0
22534,709
22545,757
22556,736
22567,727
22579,757
22591,724
22602,738
22614,746
22625,717
22636,714
22647,760
22660,751
22671,751
22682,771
22693,746
22705,735
22716,747
22728,728
22739,768
22751,786
22762,800
22773,836
22786,866
22797,843
0,0
23220,611
23231,592
23242,545
23255,516
23266,540
23277,515
23288,492
23300,443
23311,451
23323,461
23334,493
23346,521
23357,521
23368,535
23379,506
23392,528
23403,556
23414,560
23426,525
23437,524
23448,546
23460,507
23472,486
23483,528
23494,9
23941,621
23952,578
23963,529
23974,526
23987,481
23998,466
24009,433
24020,400
24032,448
24043,494
10,1021
20,1055
30,1026
40,979
52,976
62,1010
72,961
82,973
93,970
103,937
113,922
124,970
135,1006
145,989
155,997
165,972
176,1000
187,967
197,938
207,938
218,984
228,961
238,950
249,913
260,868
270,849
280,824
290,858
301,904
312,891
